Unnamed: 0,pj_alias,status,pj_github_url,corrected_pj_github_url,pj_github_api_url,correct_url_found,ratio_of_duplicate_prs,total_prs,duplicate_prs
96,drill,1,https://github.com/apache/Drill,https://github.com/apache/Drill,https://api.github.com/repos/apache/Drill,TRUE,0.046875,64,3
97,dubbo,1,https://github.com/apache/Dubbo,https://github.com/apache/Dubbo,https://api.github.com/repos/apache/Dubbo,TRUE,0.085714286,35,3
98,eagle,1,https://github.com/apache/Eagle,https://github.com/apache/Eagle,https://api.github.com/repos/apache/Eagle,TRUE,0,11,0
99,easyant,1,https://github.com/apache/EasyAnt,https://github.com/apache/ant-easyant-core,https://api.github.com/repos/apache/ant-easyant-core,TRUE,0,0,0
100,empire,1,https://github.com/apache/Empire-db,https://github.com/apache/Empire-db,https://api.github.com/repos/apache/Empire-db,TRUE,0,8,0
101,esme,1,https://github.com/apache/ESME,https://github.com/apache/ESME,https://api.github.com/repos/apache/ESME,TRUE,0,0,0
102,etch,1,https://github.com/apache/Etch,https://github.com/apache/Etch,https://api.github.com/repos/apache/Etch,TRUE,0,0,0
103,falcon,1,https://github.com/apache/Falcon,https://github.com/apache/Falcon,https://api.github.com/repos/apache/Falcon,TRUE,0,14,0
104,felix,1,https://github.com/apache/Felix,https://github.com/apache/Felix,https://api.github.com/repos/apache/Felix,TRUE,0,59,0
105,fineract,1,https://github.com/apache/Fineract,https://github.com/apache/Fineract,https://api.github.com/repos/apache/Fineract,TRUE,0,13,0
106,flex,1,https://github.com/apache/Flex,https://github.com/apache/flex-sdk,https://api.github.com/repos/apache/flex-sdk,TRUE,0,5,0
107,flink,1,https://github.com/apache/Flink,https://github.com/apache/Flink,https://api.github.com/repos/apache/Flink,TRUE,0.037037037,729,27
108,flume,1,https://github.com/apache/Flume,https://github.com/apache/Flume,https://api.github.com/repos/apache/Flume,TRUE,0.101851852,108,11
109,fluo,1,https://github.com/apache/Fluo,https://github.com/apache/Fluo,https://api.github.com/repos/apache/Fluo,TRUE,0,3,0
110,freemarker,1,https://github.com/apache/FreeMarker,https://github.com/apache/FreeMarker,https://api.github.com/repos/apache/FreeMarker,TRUE,0,3,0
111,ftpserver,1,https://github.com/apache/FtpServer,https://github.com/apache/FtpServer,https://api.github.com/repos/apache/FtpServer,TRUE,0,2,0
112,geode,1,https://github.com/apache/Geode,https://github.com/apache/Geode,https://api.github.com/repos/apache/Geode,TRUE,0,63,0
113,geronimo,1,https://github.com/apache/Geronimo,https://github.com/apache/Geronimo,https://api.github.com/repos/apache/Geronimo,TRUE,0,5,0
114,giraph,1,https://github.com/apache/Giraph,https://github.com/apache/Giraph,https://api.github.com/repos/apache/Giraph,TRUE,0,26,0
115,gora,1,https://github.com/apache/Gora,https://github.com/apache/Gora,https://api.github.com/repos/apache/Gora,TRUE,0,20,0
116,griffin,1,https://github.com/apache/Griffin,https://github.com/apache/Griffin,https://api.github.com/repos/apache/Griffin,TRUE,0,0,0
117,groovy,1,https://github.com/apache/Groovy,https://github.com/apache/Groovy,https://api.github.com/repos/apache/Groovy,TRUE,0,22,0
118,guacamole,1,https://github.com/apache/Guacamole,https://github.com/apache/guacamole-server,https://api.github.com/repos/apache/guacamole-server,TRUE,0,19,0
119,hama,1,https://github.com/apache/Hama,https://github.com/apache/Hama,https://api.github.com/repos/apache/Hama,TRUE,0,2,0
120,harmony,1,https://github.com/apache/Harmony,https://github.com/apache/Harmony,https://api.github.com/repos/apache/Harmony,TRUE,0,0,0
121,hawq,1,https://github.com/apache/HAWQ,https://github.com/apache/HAWQ,https://api.github.com/repos/apache/HAWQ,TRUE,0,9,0
122,hcatalog,1,https://github.com/apache/HCatalog,https://github.com/apache/HCatalog,https://api.github.com/repos/apache/HCatalog,TRUE,0,0,0
123,helix,1,https://github.com/apache/Helix,https://github.com/apache/Helix,https://api.github.com/repos/apache/Helix,TRUE,0,2,0
124,hermes,1,https://github.com/apache/Hermes,https://github.com/allegro/hermes,https://api.github.com/repos/allegro/hermes,TRUE,0,6,0
125,httpd-cli,1,https://github.com/apache/httpd-CLI,https://github.com/apache/httpd,https://api.github.com/repos/apache/httpd,TRUE,0.027027027,37,1
126,ibatis,1,https://github.com/apache/iBATIS,https://github.com/mybatis/mybatis-3,https://api.github.com/repos/mybatis/mybatis-3,TRUE,0,67,0
127,ignite,1,https://github.com/apache/Ignite,https://github.com/apache/Ignite,https://api.github.com/repos/apache/Ignite,TRUE,0.183458647,665,122
128,impala,1,https://github.com/apache/Impala,https://github.com/apache/Impala,https://api.github.com/repos/apache/Impala,TRUE,0,3,0
129,isis,1,https://github.com/apache/Isis,https://github.com/apache/Isis,https://api.github.com/repos/apache/Isis,TRUE,0,3,0
130,ivy,1,https://github.com/apache/Ivy,https://github.com/apache/ant-ivy,https://api.github.com/repos/apache/ant-ivy,TRUE,0,11,0
131,jackrabbit,1,https://github.com/apache/Jackrabbit,https://github.com/apache/Jackrabbit,https://api.github.com/repos/apache/Jackrabbit,TRUE,0,34,0
133,jclouds,1,https://github.com/apache/jclouds,https://github.com/apache/jclouds,https://api.github.com/repos/apache/jclouds,TRUE,0,5,0
134,jdo,1,https://github.com/apache/JDO,https://github.com/apache/db-jdo,https://api.github.com/repos/apache/db-jdo,TRUE,0,2,0
135,jena,1,https://github.com/apache/Jena,https://github.com/apache/Jena,https://api.github.com/repos/apache/Jena,TRUE,0,2,0
136,johnzon,1,https://github.com/apache/Johnzon,https://github.com/apache/Johnzon,https://api.github.com/repos/apache/Johnzon,TRUE,0.111111111,18,2
137,joshua,1,https://github.com/apache/Joshua,https://github.com/apache/Joshua,https://api.github.com/repos/apache/Joshua,TRUE,0,2,0
138,jspwiki,1,https://github.com/apache/JSPWiki,https://github.com/apache/JSPWiki,https://api.github.com/repos/apache/JSPWiki,TRUE,0,2,0
139,juddi,1,https://github.com/apache/jUDDI,https://github.com/apache/jUDDI,https://api.github.com/repos/apache/jUDDI,TRUE,0,0,0
140,juneau,1,https://github.com/apache/Juneau,https://github.com/apache/Juneau,https://api.github.com/repos/apache/Juneau,TRUE,0,2,0
141,kafka,1,https://github.com/apache/Kafka,https://github.com/apache/Kafka,https://api.github.com/repos/apache/Kafka,TRUE,0.030959752,969,30
142,knox,1,https://github.com/apache/Knox,https://github.com/apache/Knox,https://api.github.com/repos/apache/Knox,TRUE,0,13,0
143,kudu,1,https://github.com/apache/Kudu,https://github.com/apache/Kudu,https://api.github.com/repos/apache/Kudu,TRUE,0,6,0
144,kylin,1,https://github.com/apache/Kylin,https://github.com/apache/Kylin,https://api.github.com/repos/apache/Kylin,TRUE,0.093023256,43,4
145,lens,1,https://github.com/apache/Lens,https://github.com/apache/Lens,https://api.github.com/repos/apache/Lens,TRUE,0.230769231,13,3
146,lenya,1,https://github.com/apache/Lenya,https://github.com/apache/Lenya,https://api.github.com/repos/apache/Lenya,TRUE,0,0,0
147,libcloud,1,https://github.com/apache/Libcloud,https://github.com/apache/Libcloud,https://api.github.com/repos/apache/Libcloud,TRUE,0,14,0
148,log4cxx,1,https://github.com/apache/log4cxx,https://github.com/apache/log4cxx,https://api.github.com/repos/apache/log4cxx,TRUE,0,0,0
150,log4net,1,https://github.com/apache/log4net,https://github.com/apache/logging-log4net,https://api.github.com/repos/apache/logging-log4net,TRUE,0,0,0
151,log4php,1,https://github.com/apache/Log4php,https://github.com/apache/logging-log4php,https://api.github.com/repos/apache/logging-log4php,TRUE,0,5,0
152,lucenenet,1,https://github.com/apache/Lucene.NET,https://github.com/apache/Lucene.NET,https://api.github.com/repos/apache/Lucene.NET,TRUE,0,7,0
153,lucy,1,https://github.com/apache/Lucy,https://github.com/apache/Lucy,https://api.github.com/repos/apache/Lucy,TRUE,0,1,0
154,madlib,1,https://github.com/apache/MADlib,https://github.com/apache/MADlib,https://api.github.com/repos/apache/MADlib,TRUE,0,1,0
155,manifoldcf,1,https://github.com/apache/ManifoldCF,https://github.com/apache/ManifoldCF,https://api.github.com/repos/apache/ManifoldCF,TRUE,0,13,0
156,marmotta,1,https://github.com/apache/Marmotta,https://github.com/apache/Marmotta,https://api.github.com/repos/apache/Marmotta,TRUE,0,9,0
158,mesos,1,https://github.com/apache/Mesos,https://github.com/apache/Mesos,https://api.github.com/repos/apache/Mesos,TRUE,0,20,0
159,metamodel,1,https://github.com/apache/MetaModel,https://github.com/apache/MetaModel,https://api.github.com/repos/apache/MetaModel,TRUE,5.666666667,3,17
160,metron,1,https://github.com/apache/Metron,https://github.com/apache/Metron,https://api.github.com/repos/apache/Metron,TRUE,0,24,0
161,mnemonic,1,https://github.com/apache/Mnemonic,https://github.com/apache/Mnemonic,https://api.github.com/repos/apache/Mnemonic,TRUE,0,2,0
162,mod_ftp,1,https://github.com/apache/mod_ftp,https://github.com/OutOfOrder/mod_ftpd,https://api.github.com/repos/OutOfOrder/mod_ftpd,TRUE,0,0,0
163,mrunit,1,https://github.com/apache/MRUnit,https://github.com/apache/MRUnit,https://api.github.com/repos/apache/MRUnit,TRUE,0,1,0
165,myfaces,1,https://github.com/apache/MyFaces,https://github.com/apache/MyFaces,https://api.github.com/repos/apache/MyFaces,TRUE,0,0,0
166,mynewt,1,https://github.com/apache/Mynewt,https://github.com/apache/mynewt-core,https://api.github.com/repos/apache/mynewt-core,TRUE,0,16,0
167,netbeans,1,https://github.com/apache/NetBeans,https://github.com/apache/NetBeans,https://api.github.com/repos/apache/NetBeans,TRUE,0,95,0
168,nifi,1,https://github.com/apache/NiFi,https://github.com/apache/NiFi,https://api.github.com/repos/apache/NiFi,TRUE,0.034090909,88,3
169,nutch,1,https://github.com/apache/Nutch,https://github.com/apache/Nutch,https://api.github.com/repos/apache/Nutch,TRUE,0,17,0
170,streams,1,https://github.com/apache/Streams,https://github.com/apache/Streams,https://api.github.com/repos/apache/Streams,TRUE,0,0,0
171,nuvem,1,https://github.com/apache/Nuvem,https://github.com/apache/Nuvem,https://api.github.com/repos/apache/Nuvem,TRUE,0,0,0
172,ode,1,https://github.com/apache/Ode,https://github.com/apache/Ode,https://api.github.com/repos/apache/Ode,TRUE,0,2,0
173,ofbiz,1,https://github.com/apache/OFBiz,https://github.com/apache/OFBiz,https://api.github.com/repos/apache/OFBiz,TRUE,0,12,0
174,ognl,1,https://github.com/apache/OGNL,https://github.com/apache/commons-ognl,https://api.github.com/repos/apache/commons-ognl,TRUE,0,1,0
175,olingo,1,https://github.com/apache/Olingo,https://github.com/apache/olingo-odata4,https://api.github.com/repos/apache/olingo-odata4,TRUE,0,20,0
176,onami,1,https://github.com/apache/Onami,https://github.com/apache/Onami,https://api.github.com/repos/apache/Onami,TRUE,0,0,0
177,oodt,1,https://github.com/apache/OODT,https://github.com/apache/OODT,https://api.github.com/repos/apache/OODT,TRUE,0,3,0
178,oozie,1,https://github.com/apache/Oozie,https://github.com/apache/Oozie,https://api.github.com/repos/apache/Oozie,TRUE,0,34,0
179,climate,1,https://github.com/apache/climate,https://github.com/apache/climate,https://api.github.com/repos/apache/climate,TRUE,0,5,0
180,openejb,1,https://github.com/apache/OpenEJB,https://github.com/apache/OpenEJB,https://api.github.com/repos/apache/OpenEJB,TRUE,0,0,0
181,openjpa,1,https://github.com/apache/OpenJPA,https://github.com/apache/OpenJPA,https://api.github.com/repos/apache/OpenJPA,TRUE,0,12,0
182,openmeetings,1,https://github.com/apache/Openmeetings,https://github.com/apache/Openmeetings,https://api.github.com/repos/apache/Openmeetings,TRUE,0,3,0
183,opennlp,1,https://github.com/apache/OpenNLP,https://github.com/apache/OpenNLP,https://api.github.com/repos/apache/OpenNLP,TRUE,0,18,0
184,openoffice,1,https://github.com/apache/OpenOffice.org,https://github.com/apache/openoffice,https://api.github.com/repos/apache/openoffice,TRUE,0,12,0
185,openwebbeans,1,https://github.com/apache/OpenWebBeans,https://github.com/apache/OpenWebBeans,https://api.github.com/repos/apache/OpenWebBeans,TRUE,0,0,0
186,openwhisk,1,https://github.com/apache/OpenWhisk,https://github.com/apache/OpenWhisk,https://api.github.com/repos/apache/OpenWhisk,TRUE,0,36,0
187,parquet,1,https://github.com/apache/Parquet,https://github.com/apache/parquet-mr,https://api.github.com/repos/apache/parquet-mr,TRUE,0.0625,96,6
188,pdfbox,1,https://github.com/apache/PDFBox,https://github.com/apache/PDFBox,https://api.github.com/repos/apache/PDFBox,TRUE,0,19,0
189,phoenix,1,https://github.com/apache/Phoenix,https://github.com/apache/Phoenix,https://api.github.com/repos/apache/Phoenix,TRUE,0.038626609,233,9
190,pig,1,https://github.com/apache/Pig,https://github.com/apache/Pig,https://api.github.com/repos/apache/Pig,TRUE,0,7,0
191,pivot,1,https://github.com/apache/Pivot,https://github.com/apache/Pivot,https://api.github.com/repos/apache/Pivot,TRUE,0,0,0
192,plc4x,1,https://github.com/apache/PLC4X,https://github.com/apache/PLC4X,https://api.github.com/repos/apache/PLC4X,TRUE,0,15,0
193,pluto,1,https://github.com/apache/Pluto,https://github.com/apache/Pluto,https://api.github.com/repos/apache/Pluto,TRUE,0,1,0
194,predictionio,1,https://github.com/apache/PredictionIO,https://github.com/apache/PredictionIO,https://api.github.com/repos/apache/PredictionIO,TRUE,0,17,0
195,pulsar,1,https://github.com/apache/Pulsar,https://github.com/apache/Pulsar,https://api.github.com/repos/apache/Pulsar,TRUE,0.020338983,295,6
196,qpid,1,https://github.com/apache/Qpid,https://github.com/apache/Qpid,https://api.github.com/repos/apache/Qpid,TRUE,0,1,0
197,wookie,1,https://github.com/apache/Wookie,https://github.com/apache/Wookie,https://api.github.com/repos/apache/Wookie,TRUE,0,1,0
198,ranger,1,https://github.com/apache/Ranger,https://github.com/apache/Ranger,https://api.github.com/repos/apache/Ranger,TRUE,0,80,0
